id	icecream_van_id	latitude	longitude	velocity	created_at
439563275	10	51.1725445	4.132923	0	2026-04-30 00:00:55
439563619	10	51.1725441	4.1329234	0	2026-04-30 00:05:56
439563929	10	51.172544	4.1329245	0	2026-04-30 00:10:56
439564255	10	51.1725434	4.1329249	0	2026-04-30 00:15:56
439564590	10	51.1725427	4.1329247	0	2026-04-30 00:20:57
439564900	10	51.1725424	4.1329248	0	2026-04-30 00:25:58
439565225	10	51.172542	4.1329249	0	2026-04-30 00:30:59
439565569	10	51.1725419	4.1329251	0	2026-04-30 00:36:00
439565878	10	51.1725423	4.132925	0	2026-04-30 00:41:01
439566203	10	51.1725429	4.1329252	0	2026-04-30 00:46:02
439566534	10	51.172544	4.1329256	0	2026-04-30 00:51:03
439566880	10	51.1725443	4.1329259	0	2026-04-30 00:56:04
439567175	10	51.1725442	4.1329256	0	2026-04-30 01:01:04
439567310	10	51.1725441	4.1329255	0	2026-04-30 01:06:04
439567508	10	51.1725435	4.1329254	0	2026-04-30 01:11:05
439567718	10	51.172543	4.1329252	0	2026-04-30 01:16:05
439568045	10	51.1725425	4.1329246	0	2026-04-30 01:21:06
439568369	10	51.1725421	4.1329249	0	2026-04-30 01:26:07
439568716	10	51.1725418	4.1329248	0	2026-04-30 01:31:08
439569027	10	51.1725414	4.1329248	0	2026-04-30 01:36:09
439569337	10	51.1725409	4.1329248	0	2026-04-30 01:41:10
439569635	10	51.1725404	4.1329249	0	2026-04-30 01:46:10
439569944	10	51.1725399	4.132925	0	2026-04-30 01:51:11
439570263	10	51.1725391	4.132925	0	2026-04-30 01:56:12
439570558	10	51.1725388	4.1329254	0	2026-04-30 02:01:13
439570912	10	51.1725384	4.1329251	0	2026-04-30 02:06:13
439571225	10	51.1725385	4.1329252	0	2026-04-30 02:11:14
439571524	10	51.1725384	4.1329255	0	2026-04-30 02:16:14
439572216	10	51.1725386	4.132925	0	2026-04-30 02:21:15
439573124	10	51.172539	4.1329249	0	2026-04-30 02:26:15
439574031	10	51.1725385	4.1329249	0	2026-04-30 02:31:16
439574932	10	51.172538	4.1329249	0	2026-04-30 02:36:17
439575831	10	51.1725375	4.1329245	0	2026-04-30 02:41:18
439576768	10	51.1725371	4.1329244	0	2026-04-30 02:46:18
439577713	10	51.1725368	4.1329242	0	2026-04-30 02:51:19
439578671	10	51.1725364	4.1329239	0	2026-04-30 02:56:19
439579575	10	51.1725364	4.132924	0	2026-04-30 03:01:20
439580397	10	51.1725361	4.1329245	0	2026-04-30 03:06:21
439581028	10	51.172536	4.1329252	0	2026-04-30 03:11:22
439581552	10	51.1725358	4.1329256	0	2026-04-30 03:16:22
439582214	10	51.1725354	4.1329257	0	2026-04-30 03:21:23
439582725	10	51.1725352	4.132926	0	2026-04-30 03:26:24
439583392	10	51.1725353	4.1329261	0	2026-04-30 03:31:24
439584040	10	51.1725355	4.1329261	0	2026-04-30 03:36:25
439584686	10	51.1725356	4.1329261	0	2026-04-30 03:41:25
439585349	10	51.1725357	4.1329263	0	2026-04-30 03:46:26
439585900	10	51.1725358	4.1329261	0	2026-04-30 03:51:27
439586132	10	51.1725357	4.1329262	0	2026-04-30 03:56:28
439586482	10	51.1725354	4.1329259	0	2026-04-30 04:01:29
439586690	10	51.1725351	4.132926	0	2026-04-30 04:06:30
439586856	10	51.1725348	4.1329258	0	2026-04-30 04:11:31
439586943	10	51.1725346	4.1329255	0	2026-04-30 04:16:32
439587074	10	51.1725343	4.1329251	0	2026-04-30 04:21:33
439587162	10	51.1725341	4.1329249	0	2026-04-30 04:26:33
439587258	10	51.1725341	4.1329245	0	2026-04-30 04:31:34
439587412	10	51.1725341	4.1329239	0	2026-04-30 04:36:35
439587561	10	51.1725342	4.1329235	0	2026-04-30 04:41:36
439587696	10	51.172534	4.1329232	0	2026-04-30 04:46:37
439587811	10	51.1725339	4.1329229	0	2026-04-30 04:51:38
439587900	10	51.1725338	4.1329226	0	2026-04-30 04:56:39
439588075	10	51.1725336	4.1329226	0	2026-04-30 05:01:40
439588457	10	51.1725334	4.1329225	0	2026-04-30 05:06:41
439588905	10	51.1725332	4.1329223	0	2026-04-30 05:11:42
439589316	10	51.1725327	4.1329222	0	2026-04-30 05:16:43
439589697	10	51.1725324	4.1329222	0	2026-04-30 05:21:44
439590118	10	51.172532	4.1329222	0	2026-04-30 05:26:44
439590539	10	51.1725315	4.1329221	0	2026-04-30 05:31:45
439590912	10	51.1725314	4.1329219	0	2026-04-30 05:36:46
439591268	10	51.1725315	4.1329218	0	2026-04-30 05:41:47
439591667	10	51.1725316	4.1329218	0	2026-04-30 05:46:48
439592047	10	51.1725315	4.1329218	0	2026-04-30 05:51:49
439592428	10	51.1725314	4.1329219	0	2026-04-30 05:56:49
439592766	10	51.1725313	4.1329219	0	2026-04-30 06:01:50
439593134	10	51.1725314	4.1329221	0	2026-04-30 06:06:51
439593497	10	51.1725314	4.1329221	0	2026-04-30 06:11:52
439593892	10	51.1725314	4.132922	0	2026-04-30 06:16:53
439594185	10	51.1725313	4.1329219	0	2026-04-30 06:21:54
439594332	10	51.1725313	4.1329217	0	2026-04-30 06:26:55
439594427	10	51.1725313	4.1329216	0	2026-04-30 06:31:56
439594517	10	51.172531	4.1329216	0	2026-04-30 06:36:57
439594633	10	51.1725311	4.1329215	0	2026-04-30 06:41:58
439594744	10	51.1725311	4.1329214	0	2026-04-30 06:46:58
439594861	10	51.1725311	4.1329212	0	2026-04-30 06:51:59
439594970	10	51.1725311	4.1329213	0	2026-04-30 06:57:00
439595070	10	51.1725309	4.1329214	0	2026-04-30 07:02:00
439595149	10	51.1725309	4.1329215	0	2026-04-30 07:07:01
439595264	10	51.1725307	4.1329217	0	2026-04-30 07:12:01
439595297	10	51.1725359	4.1329159	1.3300000429153442	2026-04-30 07:14:06
439595301	10	51.1725363	4.1328919	1.6200000047683716	2026-04-30 07:14:10
439595302	10	51.1725418	4.1328715	1.559999942779541	2026-04-30 07:14:11
439595305	10	51.1725272	4.1327634	2.0375397205352783	2026-04-30 07:14:17
439595306	10	51.1725185	4.1327507	1.426316738128662	2026-04-30 07:14:17
439595309	10	51.1725095	4.1327426	1.2088816165924072	2026-04-30 07:14:23
439595311	10	51.1725561	4.1327241	1.0800000429153442	2026-04-30 07:14:24
439595313	10	51.1725866	4.1326213	1.409999966621399	2026-04-30 07:14:32
439595314	10	51.1725911	4.1326454	2.359999895095825	2026-04-30 07:14:33
439595317	10	51.1726336	4.1327171	1.2699999809265137	2026-04-30 07:14:37
439595318	10	51.172656	4.1327051	1.190000057220459	2026-04-30 07:14:38
439595319	10	51.1726794	4.1326866	1.5099999904632568	2026-04-30 07:14:39
439595337	10	51.1726879	4.1324242	1.5399999618530273	2026-04-30 07:15:48
439595338	10	51.172642	4.1323975	1.2599999904632568	2026-04-30 07:15:50
439595346	10	51.1727548	4.1324387	1.4199999570846558	2026-04-30 07:16:11
439595349	10	51.1727379	4.1324394	1.4600000381469727	2026-04-30 07:16:18
439595434	10	51.1727394	4.1325633	0	2026-04-30 07:21:19
439595578	10	51.1726315	4.1326075	0	2026-04-30 07:26:20
439595713	10	51.1725589	4.1326974	2.319999933242798	2026-04-30 07:28:52
439595714	10	51.1726019	4.1326692	3.200000047683716	2026-04-30 07:28:53
439595716	10	51.1726343	4.1326485	2.0299999713897705	2026-04-30 07:28:54
439595718	10	51.1726595	4.1326389	2.0999999046325684	2026-04-30 07:28:55
439595721	10	51.1726756	4.1326423	1.4500000476837158	2026-04-30 07:28:56
439595993	10	51.1726282	4.1326639	1.7899999618530273	2026-04-30 07:33:21
