sale_order_id	sale_id	icecream_van_id	menu_item_id	datetime	name	price_vati	vat_rate
7121144	2096723	103	1	2026-04-30 12:36:42	1 bol	3.300000000000000	6.000
7121148	2096723	103	1	2026-04-30 12:37:10	1 bol	3.300000000000000	6.000
7121153	2096723	103	1	2026-04-30 12:37:33	1 bol	3.300000000000000	6.000
7121154	2096723	103	1	2026-04-30 12:37:48	1 bol	3.300000000000000	6.000
7121158	2096723	103	1	2026-04-30 12:37:59	1 bol	3.300000000000000	6.000
7121159	2096723	103	1	2026-04-30 12:38:09	1 bol	3.300000000000000	6.000
7121161	2096723	103	1	2026-04-30 12:38:23	1 bol	3.300000000000000	6.000
7121162	2096723	103	1	2026-04-30 12:38:23	1 bol	3.300000000000000	6.000
7121163	2096723	103	1	2026-04-30 12:38:35	1 bol	3.300000000000000	6.000
7121165	2096723	103	1	2026-04-30 12:38:50	1 bol	3.300000000000000	6.000
7121169	2096723	103	1	2026-04-30 12:39:11	1 bol	3.300000000000000	6.000
7121179	2096723	103	1	2026-04-30 12:39:33	1 bol	3.300000000000000	6.000
7121180	2096723	103	1	2026-04-30 12:39:34	1 bol	3.300000000000000	6.000
7121182	2096723	103	1	2026-04-30 12:39:47	1 bol	3.300000000000000	6.000
7121186	2096723	103	1	2026-04-30 12:39:59	1 bol	3.300000000000000	6.000
7121191	2096723	103	1	2026-04-30 12:40:14	1 bol	3.300000000000000	6.000
7121193	2096723	103	1	2026-04-30 12:40:29	1 bol	3.300000000000000	6.000
7121199	2096723	103	1	2026-04-30 12:40:52	1 bol	3.300000000000000	6.000
7121200	2096723	103	1	2026-04-30 12:40:43	1 bol	3.300000000000000	6.000
7121204	2096723	103	1	2026-04-30 12:40:54	1 bol	3.300000000000000	6.000
7121214	2096723	103	1	2026-04-30 12:41:24	1 bol	3.300000000000000	6.000
7121219	2096723	103	1	2026-04-30 12:41:40	1 bol	3.300000000000000	6.000
7121223	2096723	103	1	2026-04-30 12:41:56	1 bol	3.300000000000000	6.000
7121229	2096723	103	1	2026-04-30 12:42:13	1 bol	3.300000000000000	6.000
7121230	2096723	103	1	2026-04-30 12:42:24	1 bol	3.300000000000000	6.000
7121235	2096723	103	1	2026-04-30 12:42:37	1 bol	3.300000000000000	6.000
7121241	2096723	103	1	2026-04-30 12:43:02	1 bol	3.300000000000000	6.000
7121242	2096723	103	1	2026-04-30 12:42:52	1 bol	3.300000000000000	6.000
7121253	2096723	103	1	2026-04-30 12:43:14	1 bol	3.300000000000000	6.000
7121256	2096723	103	1	2026-04-30 12:43:28	1 bol	3.300000000000000	6.000
7121259	2096723	103	1	2026-04-30 12:43:40	1 bol	3.300000000000000	6.000
7121261	2096723	103	1	2026-04-30 12:43:54	1 bol	3.300000000000000	6.000
7121263	2096723	103	1	2026-04-30 12:44:06	1 bol	3.300000000000000	6.000
7121266	2096723	103	1	2026-04-30 12:44:18	1 bol	3.300000000000000	6.000
7121270	2096723	103	1	2026-04-30 12:44:36	1 bol	3.300000000000000	6.000
7121274	2096723	103	1	2026-04-30 12:44:50	1 bol	3.300000000000000	6.000
7121283	2096723	103	1	2026-04-30 12:45:03	1 bol	3.300000000000000	6.000
7121284	2096723	103	1063	2026-04-30 12:45:12	supplement ducato	0.150000000000000	6.000
7121288	2096723	103	1	2026-04-30 12:45:26	1 bol	3.300000000000000	6.000
7121293	2096723	103	1	2026-04-30 12:45:41	1 bol	3.300000000000000	6.000
7121308	2096723	103	1	2026-04-30 12:46:59	1 bol	3.300000000000000	6.000
7121312	2096723	103	1	2026-04-30 12:47:19	1 bol	3.300000000000000	6.000
7121317	2096723	103	1	2026-04-30 12:47:30	1 bol	3.300000000000000	6.000
7121326	2096723	103	1	2026-04-30 12:47:45	1 bol	3.300000000000000	6.000
7121332	2096723	103	1	2026-04-30 12:47:57	1 bol	3.300000000000000	6.000
7121336	2096723	103	1	2026-04-30 12:48:08	1 bol	3.300000000000000	6.000
7121341	2096723	103	1	2026-04-30 12:48:24	1 bol	3.300000000000000	6.000
7121343	2096723	103	1	2026-04-30 12:48:35	1 bol	3.300000000000000	6.000
7121347	2096723	103	1	2026-04-30 12:48:46	1 bol	3.300000000000000	6.000
7121355	2096723	103	1	2026-04-30 12:49:20	1 bol	3.300000000000000	6.000
7121364	2096723	103	1	2026-04-30 12:49:33	1 bol	3.300000000000000	6.000
7121366	2096723	103	1	2026-04-30 12:49:49	1 bol	3.300000000000000	6.000
7121375	2096723	103	1	2026-04-30 12:50:19	1 bol	3.300000000000000	6.000
7121378	2096723	103	1	2026-04-30 12:50:38	1 bol	3.300000000000000	6.000
7121382	2096723	103	1	2026-04-30 12:50:50	1 bol	3.300000000000000	6.000
7121386	2096723	103	1	2026-04-30 12:51:06	1 bol	3.300000000000000	6.000
7121391	2096723	103	1	2026-04-30 12:51:19	1 bol	3.300000000000000	6.000
7121392	2096723	103	1	2026-04-30 12:51:18	1 bol	3.300000000000000	6.000
7121394	2096723	103	1	2026-04-30 12:51:29	1 bol	3.300000000000000	6.000
7121401	2096723	103	1	2026-04-30 12:51:43	1 bol	3.300000000000000	6.000
7121403	2096723	103	1	2026-04-30 12:51:57	1 bol	3.300000000000000	6.000
7121405	2096723	103	1	2026-04-30 12:52:09	1 bol	3.300000000000000	6.000
7121410	2096723	103	1	2026-04-30 12:52:21	1 bol	3.300000000000000	6.000
7121417	2096723	103	1	2026-04-30 12:52:37	1 bol	3.300000000000000	6.000
7121421	2096723	103	1	2026-04-30 12:52:53	1 bol	3.300000000000000	6.000
7121422	2096723	103	1	2026-04-30 12:53:07	1 bol	3.300000000000000	6.000
7121424	2096723	103	1	2026-04-30 12:53:22	1 bol	3.300000000000000	6.000
7121429	2096723	103	1	2026-04-30 12:53:37	1 bol	3.300000000000000	6.000
7121432	2096723	103	1	2026-04-30 12:53:50	1 bol	3.300000000000000	6.000
7121437	2096723	103	1	2026-04-30 12:54:04	1 bol	3.300000000000000	6.000
7121440	2096723	103	1	2026-04-30 12:54:16	1 bol	3.300000000000000	6.000
7121444	2096723	103	1	2026-04-30 12:54:28	1 bol	3.300000000000000	6.000
7121450	2096723	103	1	2026-04-30 12:54:44	1 bol	3.300000000000000	6.000
7121453	2096723	103	1	2026-04-30 12:55:03	1 bol	3.300000000000000	6.000
7121456	2096723	103	1	2026-04-30 12:55:23	1 bol	3.300000000000000	6.000
7121459	2096723	103	1	2026-04-30 12:55:42	1 bol	3.300000000000000	6.000
7121463	2096723	103	1	2026-04-30 12:55:57	1 bol	3.300000000000000	6.000
7121465	2096723	103	1	2026-04-30 12:56:22	1 bol	3.300000000000000	6.000
7121473	2096723	103	1	2026-04-30 12:56:44	1 bol	3.300000000000000	6.000
7121474	2096723	103	1	2026-04-30 12:57:01	1 bol	3.300000000000000	6.000
7121479	2096723	103	1	2026-04-30 12:57:22	1 bol	3.300000000000000	6.000
7121488	2096723	103	1	2026-04-30 12:58:09	1 bol	3.300000000000000	6.000
7121493	2096723	103	1	2026-04-30 12:58:30	1 bol	3.300000000000000	6.000
7121494	2096723	103	1	2026-04-30 12:58:30	1 bol	3.300000000000000	6.000
7121511	2096723	103	1	2026-04-30 12:59:13	1 bol	3.300000000000000	6.000
7121531	2096723	103	1	2026-04-30 13:00:37	1 bol	3.300000000000000	6.000
7121532	2096723	103	1	2026-04-30 13:00:37	1 bol	3.300000000000000	6.000
7121567	2096723	103	1	2026-04-30 13:03:18	1 bol	3.300000000000000	6.000
7121582	2096723	103	1	2026-04-30 13:04:01	1 bol	3.300000000000000	6.000
7121583	2096723	103	1	2026-04-30 13:04:01	1 bol	3.300000000000000	6.000
7121585	2096723	103	1	2026-04-30 13:04:18	1 bol	3.300000000000000	6.000
7121619	2096723	103	0	2026-04-30 13:06:58	Kilometervergoeding	63.180000000000000	6.000
7121481	2096781	34	2700	2026-04-30 12:57:11	1 bol	3.300000000000000	6.000
7121491	2096781	34	2708	2026-04-30 12:58:11	slagroom	1.200000000000000	6.000
7121492	2096781	34	2701	2026-04-30 12:58:11	2 bol	5.800000000000000	6.000
7121501	2096781	34	2708	2026-04-30 12:58:55	slagroom	1.200000000000000	6.000
7121502	2096781	34	2701	2026-04-30 12:58:54	2 bol	5.800000000000000	6.000
7121520	2096781	34	2708	2026-04-30 12:59:48	slagroom	1.200000000000000	6.000
7121521	2096781	34	2701	2026-04-30 12:59:47	2 bol	5.800000000000000	6.000
7121526	2096781	34	2701	2026-04-30 13:00:19	2 bol	5.800000000000000	6.000
7121546	2096781	34	2701	2026-04-30 13:01:18	2 bol	5.800000000000000	6.000
7121555	2096781	34	2701	2026-04-30 13:02:14	2 bol	5.800000000000000	6.000
7121556	2096781	34	2708	2026-04-30 13:02:14	slagroom	1.200000000000000	6.000
7121562	2096781	34	2708	2026-04-30 13:02:57	slagroom	1.200000000000000	6.000
7121563	2096781	34	2701	2026-04-30 13:02:57	2 bol	5.800000000000000	6.000
7121575	2096781	34	2708	2026-04-30 13:03:49	slagroom	1.200000000000000	6.000
7121576	2096781	34	2701	2026-04-30 13:03:48	2 bol	5.800000000000000	6.000
7121587	2096781	34	2708	2026-04-30 13:04:27	slagroom	1.200000000000000	6.000
7121588	2096781	34	2701	2026-04-30 13:04:26	2 bol	5.800000000000000	6.000
7121591	2096781	34	2701	2026-04-30 13:05:08	2 bol	5.800000000000000	6.000
7121592	2096781	34	2708	2026-04-30 13:05:08	slagroom	1.200000000000000	6.000
7121605	2096781	34	2701	2026-04-30 13:05:53	2 bol	5.800000000000000	6.000
7121617	2096781	34	2701	2026-04-30 13:06:57	2 bol	5.800000000000000	6.000
7121618	2096781	34	2708	2026-04-30 13:06:57	slagroom	1.200000000000000	6.000
7121623	2096781	34	2700	2026-04-30 13:07:24	1 bol	3.300000000000000	6.000
7121627	2096781	34	2700	2026-04-30 13:07:50	1 bol	3.300000000000000	6.000
7121632	2096781	34	2700	2026-04-30 13:08:14	1 bol	3.300000000000000	6.000
7121636	2096781	34	2701	2026-04-30 13:09:12	2 bol	5.800000000000000	6.000
7121637	2096781	34	2708	2026-04-30 13:09:13	slagroom	1.200000000000000	6.000
7121649	2096781	34	2708	2026-04-30 13:10:38	slagroom	1.200000000000000	6.000
7121650	2096781	34	2701	2026-04-30 13:10:37	2 bol	5.800000000000000	6.000
7121657	2096781	34	2700	2026-04-30 13:11:10	1 bol	3.300000000000000	6.000
7121694	2096781	34	0	2026-04-30 13:17:29	Kilometervergoeding	25.280000000000000	6.000
7121685	2096827	13	1	2026-04-30 13:16:28	1 bol	3.300000000000000	6.000
7121714	2096827	13	2	2026-04-30 13:19:04	2 bol	5.800000000000000	6.000
7121730	2096827	13	2	2026-04-30 13:20:25	2 bol	5.800000000000000	6.000
7121736	2096827	13	1	2026-04-30 13:21:18	1 bol	3.300000000000000	6.000
7121745	2096827	13	1	2026-04-30 13:23:06	1 bol	3.300000000000000	6.000
7121754	2096827	13	1	2026-04-30 13:24:11	1 bol	3.300000000000000	6.000
7121764	2096827	13	1	2026-04-30 13:24:50	1 bol	3.300000000000000	6.000
7121777	2096827	13	1	2026-04-30 13:26:11	1 bol	3.300000000000000	6.000
7121783	2096827	13	1	2026-04-30 13:26:47	1 bol	3.300000000000000	6.000
7121795	2096827	13	2	2026-04-30 13:27:43	2 bol	5.800000000000000	6.000
7121802	2096827	13	1	2026-04-30 13:28:17	1 bol	3.300000000000000	6.000
7121747	2096847	34	2	2026-04-30 13:23:10	2 bol	5.800000000000000	6.000
7121753	2096847	34	2	2026-04-30 13:24:08	2 bol	5.800000000000000	6.000
7121767	2096847	34	2	2026-04-30 13:25:10	2 bol	5.800000000000000	6.000
7121772	2096847	34	1	2026-04-30 13:25:41	1 bol	3.300000000000000	6.000
7121779	2096847	34	2	2026-04-30 13:26:21	2 bol	5.800000000000000	6.000
7121784	2096847	34	1	2026-04-30 13:26:49	1 bol	3.300000000000000	6.000
7121789	2096847	34	1	2026-04-30 13:27:27	1 bol	3.300000000000000	6.000
7121770	2096860	91	3	2026-04-30 13:25:09	3 bol	8.900000000000000	6.000
7121797	2096870	91	2	2026-04-30 13:27:36	2 bol	5.800000000000000	6.000
7121804	2096872	91	1	2026-04-30 13:28:19	1 bol	3.300000000000000	6.000
7121809	2096876	91	2	2026-04-30 13:28:33	2 bol	5.800000000000000	6.000
7121818	2096880	91	1	2026-04-30 13:29:32	1 bol	3.300000000000000	6.000
7121819	2096881	8	2	2026-04-30 13:29:54	2 bol	5.800000000000000	6.000
7121836	2096890	8	2	2026-04-30 13:31:37	2 bol	5.800000000000000	6.000
7121843	2096893	9	1	2026-04-30 13:32:23	1 bol	3.300000000000000	6.000
7121844	2096893	9	1	2026-04-30 13:32:23	1 bol	3.300000000000000	6.000
7121846	2096895	91	2649	2026-04-30 13:32:23	aardbeien small	8.500000000000000	6.000
7121852	2096898	8	2	2026-04-30 13:32:56	2 bol	5.800000000000000	6.000
7121860	2096901	91	2	2026-04-30 13:33:33	2 bol	5.800000000000000	6.000
7121868	2096905	13	1	2026-04-30 13:34:14	1 bol	3.300000000000000	6.000
7121869	2096905	13	1	2026-04-30 13:34:12	1 bol	3.300000000000000	6.000
7121870	2096905	13	1	2026-04-30 13:34:15	1 bol	3.300000000000000	6.000
7121876	2096909	8	2	2026-04-30 13:34:44	2 bol	5.800000000000000	6.000
7121877	2096909	8	1	2026-04-30 13:34:44	1 bol	3.300000000000000	6.000
7121880	2096910	9	2	2026-04-30 13:35:00	2 bol	5.800000000000000	6.000
7121881	2096910	9	17	2026-04-30 13:35:03	bresilienne large	10.200000000000000	6.000
7121882	2096910	9	1	2026-04-30 13:34:59	1 bol	3.300000000000000	6.000
7121889	2096910	9	1	2026-04-30 13:35:30	1 bol	3.300000000000000	6.000
7121895	2096910	9	2	2026-04-30 13:36:11	2 bol	5.800000000000000	6.000
7121901	2096910	9	1	2026-04-30 13:36:42	1 bol	3.300000000000000	6.000
7121913	2096910	9	1	2026-04-30 13:37:24	1 bol	3.300000000000000	6.000
7121918	2096910	9	4995	2026-04-30 13:37:37	dubai medium	8.800000000000000	6.000
7121939	2096910	9	1	2026-04-30 13:39:00	1 bol	3.300000000000000	6.000
7121943	2096910	9	2	2026-04-30 13:39:27	2 bol	5.800000000000000	6.000
7121944	2096910	9	2	2026-04-30 13:39:28	2 bol	5.800000000000000	6.000
7121965	2096910	9	6	2026-04-30 13:40:42	slagroom	1.200000000000000	6.000
7121967	2096910	9	2	2026-04-30 13:40:49	2 bol	5.800000000000000	6.000
7121985	2096910	9	2	2026-04-30 13:41:37	2 bol	5.800000000000000	6.000
7121991	2096910	9	2	2026-04-30 13:42:24	2 bol	5.800000000000000	6.000
7121998	2096910	9	6	2026-04-30 13:43:24	slagroom	1.200000000000000	6.000
7122008	2096910	9	2	2026-04-30 13:44:12	2 bol	5.800000000000000	6.000
7121883	2096911	91	2	2026-04-30 13:35:11	2 bol	5.800000000000000	6.000
7121892	2096914	8	1	2026-04-30 13:35:44	1 bol	3.300000000000000	6.000
7121899	2096917	91	1	2026-04-30 13:36:21	1 bol	3.300000000000000	6.000
7121911	2096923	91	1	2026-04-30 13:37:17	1 bol	3.300000000000000	6.000
7121912	2096923	91	1	2026-04-30 13:37:17	1 bol	3.300000000000000	6.000
7121915	2096925	8	9	2026-04-30 13:37:24	cola	2.000000000000000	6.000
7121916	2096925	8	1	2026-04-30 13:37:24	1 bol	3.300000000000000	6.000
7121926	2096929	8	1	2026-04-30 13:38:13	1 bol	3.300000000000000	6.000
7121927	2096929	8	9	2026-04-30 13:38:13	cola	2.000000000000000	6.000
7121928	2096930	91	1	2026-04-30 13:38:12	1 bol	3.300000000000000	6.000
7121929	2096930	91	1	2026-04-30 13:38:11	1 bol	3.300000000000000	6.000
7121942	2096936	91	1	2026-04-30 13:39:17	1 bol	3.300000000000000	6.000
7121957	2096943	91	1	2026-04-30 13:40:02	1 bol	3.300000000000000	6.000
7121958	2096944	6	15	2026-04-30 13:39:58	dame blanche large	8.900000000000000	6.000
7121959	2096944	6	15	2026-04-30 13:39:57	dame blanche large	8.900000000000000	6.000
7121966	2096947	91	1	2026-04-30 13:40:28	1 bol	3.300000000000000	6.000
7121978	2096947	91	2	2026-04-30 13:41:14	2 bol	5.800000000000000	6.000
7121992	2096957	91	2654	2026-04-30 13:42:21	dame bueno large	8.900000000000000	6.000
7122001	2096963	91	1	2026-04-30 13:43:32	1 bol	3.300000000000000	6.000
7122007	2096963	91	2	2026-04-30 13:43:59	2 bol	5.800000000000000	6.000
7122003	2096964	6	2	2026-04-30 13:43:35	2 bol	5.800000000000000	6.000
7122004	2096964	6	7	2026-04-30 13:43:36	sauzen	1.200000000000000	6.000
7122062	2096964	6	1	2026-04-30 13:46:56	1 bol	3.300000000000000	6.000
7122063	2096964	6	1	2026-04-30 13:46:56	1 bol	3.300000000000000	6.000
7122023	2096971	91	1	2026-04-30 13:44:50	1 bol	3.300000000000000	6.000
7122033	2096974	14	1	2026-04-30 13:45:45	1 bol	3.300000000000000	6.000
7122034	2096974	14	1	2026-04-30 13:45:37	1 bol	3.300000000000000	6.000
7122035	2096974	14	1	2026-04-30 13:45:44	1 bol	3.300000000000000	6.000
7122036	2096974	14	1	2026-04-30 13:45:49	1 bol	3.300000000000000	6.000
7122037	2096974	14	1	2026-04-30 13:45:48	1 bol	3.300000000000000	6.000
7122038	2096974	14	7	2026-04-30 13:45:51	sauzen	1.200000000000000	6.000
7122039	2096974	14	1	2026-04-30 13:45:50	1 bol	3.300000000000000	6.000
7122122	2096974	14	1	2026-04-30 13:49:44	1 bol	3.300000000000000	6.000
7122127	2096974	14	20	2026-04-30 13:49:52	aardbeien medium	9.900000000000000	6.000
7122145	2096974	14	1	2026-04-30 13:50:33	1 bol	3.300000000000000	6.000
7122041	2096975	9	1	2026-04-30 13:45:53	1 bol	3.300000000000000	6.000
7122042	2096975	9	1	2026-04-30 13:45:55	1 bol	3.300000000000000	6.000
7122043	2096975	9	1	2026-04-30 13:45:51	1 bol	3.300000000000000	6.000
7122047	2096977	8	2	2026-04-30 13:45:57	2 bol	5.800000000000000	6.000
7122057	2096981	7	1	2026-04-30 13:46:18	1 bol	3.300000000000000	6.000
7122086	2096981	7	1	2026-04-30 13:47:53	1 bol	3.300000000000000	6.000
7122087	2096981	7	1	2026-04-30 13:47:52	1 bol	3.300000000000000	6.000
7122068	2096985	13	1	2026-04-30 13:47:08	1 bol	3.300000000000000	6.000
7122069	2096985	13	7	2026-04-30 13:47:10	sauzen	1.200000000000000	6.000
7122080	2096985	13	1	2026-04-30 13:47:51	1 bol	3.300000000000000	6.000
7122073	2096987	6	2	2026-04-30 13:47:15	2 bol	5.800000000000000	6.000
7122074	2096987	6	6	2026-04-30 13:47:16	slagroom	1.200000000000000	6.000
7122075	2096987	6	7	2026-04-30 13:47:17	sauzen	1.200000000000000	6.000
7122082	2096989	8	1	2026-04-30 13:47:43	1 bol	3.300000000000000	6.000
7122083	2096989	8	2	2026-04-30 13:47:43	2 bol	5.800000000000000	6.000
7122084	2096989	8	1	2026-04-30 13:47:44	1 bol	3.300000000000000	6.000
7122101	2096989	8	1	2026-04-30 13:48:38	1 bol	3.300000000000000	6.000
7122116	2096989	8	6	2026-04-30 13:49:25	slagroom	1.200000000000000	6.000
7122117	2096989	8	1	2026-04-30 13:49:24	1 bol	3.300000000000000	6.000
7122131	2096989	8	1	2026-04-30 13:49:54	1 bol	3.300000000000000	6.000
7122108	2096997	9	2	2026-04-30 13:48:58	2 bol	5.800000000000000	6.000
7122109	2096997	9	2	2026-04-30 13:48:59	2 bol	5.800000000000000	6.000
7122110	2096997	9	2	2026-04-30 13:48:59	2 bol	5.800000000000000	6.000
7122132	2097003	11	2	2026-04-30 13:49:45	2 bol	5.800000000000000	6.000
7122153	2097003	11	1	2026-04-30 13:50:38	1 bol	3.300000000000000	6.000
7122176	2097003	11	1	2026-04-30 13:51:47	1 bol	3.300000000000000	6.000
7122180	2097003	11	1	2026-04-30 13:52:20	1 bol	3.300000000000000	6.000
7122208	2097003	11	1	2026-04-30 13:53:49	1 bol	3.300000000000000	6.000
