call_id	shift_id	icecream_van_id	latitude	longitude	latitude_gps	longitude_gps	nr_of_people	address_zipcode	address_city	address_country	deadline	was_close	created_at	updated_at
654145	168033	8	51.003	4.126	NULL	NULL	1-2	9280	Lebbeke	België	2026-05-01 13:00:00	0	2026-05-01 11:08:45	2026-05-01 11:25:20
654146	NULL	NULL	51.07	4.161	51.07	4.161	1-2	9220	Hamme	België	2026-05-01 12:00:00	1	2026-05-01 11:09:30	2026-05-01 11:09:30
654148	167993	34	51.166	4.154	51.167	4.154	3-4	9100	Sint-Niklaas	België	2026-05-01 11:30:00	1	2026-05-01 11:11:18	2026-05-01 11:40:57
654153	NULL	NULL	51.126	4.271	51.126	4.271	3-4	9140	Steendorp	België	2026-05-01 14:00:00	0	2026-05-01 11:15:47	2026-05-01 11:15:47
654155	NULL	NULL	51.157	4.14	NULL	NULL	1-2	9100	Sint niklaas	België	2026-05-01 11:30:00	1	2026-05-01 11:17:47	2026-05-01 11:17:47
654159	NULL	NULL	51.111	4.08	51.111	4.08	5-6	9250	Waasmunster	België	2026-05-01 13:00:00	0	2026-05-01 11:25:25	2026-05-01 11:25:25
654160	NULL	NULL	51.111	4.08	51.111	4.08	5-6	9250	Waasmunster	België	2026-05-01 12:45:00	0	2026-05-01 11:25:29	2026-05-01 11:25:29
654161	NULL	NULL	51.111	4.08	51.111	4.08	5-6	9250	Waasmunster	België	2026-05-01 13:00:00	0	2026-05-01 11:25:43	2026-05-01 11:25:43
654165	168033	8	50.996	4.135	50.996	4.135	3-4	9280	Lebbeke	België	2026-05-01 14:15:00	0	2026-05-01 11:26:58	2026-05-01 12:38:25
654176	168022	13	51.058	4.112	51.058	4.112	3-4	9200	Dendermonde	België	2026-05-01 12:00:00	1	2026-05-01 11:30:32	2026-05-01 11:37:11
654184	NULL	NULL	50.977	4.184	50.977	4.185	3-4	1745	Opwijk	België	2026-05-01 15:00:00	0	2026-05-01 11:33:43	2026-05-01 11:33:43
654186	NULL	NULL	51.113	4.138	51.113	4.139	10+	9140	Temse	België	2026-05-01 14:00:00	0	2026-05-01 11:34:19	2026-05-01 11:34:19
654193	168035	11	51.034	4.119	51.034	4.119	3-4	9200	Dendermonde	België	2026-05-01 15:00:00	1	2026-05-01 11:38:31	2026-05-01 11:39:34
654197	168022	13	51.057	4.11	51.057	4.11	3-4	9200	Dendermonde	België	2026-05-01 12:00:00	1	2026-05-01 11:39:46	2026-05-01 11:51:01
654201	NULL	NULL	51.102	4.234	NULL	NULL	1-2	2880	Bornem	België	2026-05-01 12:00:00	1	2026-05-01 11:42:10	2026-05-01 11:42:10
654206	168053	103	51.096	4.001	51.161	4.048	9-10	9160	Lokeren	België	2026-05-01 16:00:00	0	2026-05-01 11:44:25	2026-05-01 12:50:43
654209	NULL	NULL	51.055	3.693	51.21	4.425	3-4	9000	Gent	België	2026-05-01 12:30:00	0	2026-05-01 11:45:36	2026-05-01 11:45:36
654211	NULL	NULL	51.055	4.106	NULL	NULL	1-2	9200	Grembergen	België	2026-05-01 12:00:00	1	2026-05-01 11:46:40	2026-05-01 11:46:40
654217	NULL	NULL	51.2	4.342	51.2	4.342	1-2	2070	Beveren-Kruibeke-Zwijndrecht	België	2026-05-01 14:30:00	0	2026-05-01 11:48:03	2026-05-01 11:48:03
654222	NULL	NULL	50.984	4.147	50.984	4.148	3-4	9280	Lebbeke	België	2026-05-01 12:30:00	0	2026-05-01 11:50:42	2026-05-01 11:50:42
654224	NULL	NULL	51.012	4.063	NULL	NULL	1-2	9200	Oudegem	België	2026-05-01 13:00:00	0	2026-05-01 11:51:14	2026-05-01 11:51:14
654228	NULL	NULL	51.125	4.03	51.125	4.03	3-4	9250	Waasmunster	België	2026-05-01 15:30:00	0	2026-05-01 11:53:21	2026-05-01 11:53:21
