call_id	shift_id	icecream_van_id	latitude	longitude	latitude_gps	longitude_gps	nr_of_people	address_zipcode	address_city	address_country	deadline	was_close	created_at	updated_at
656896	NULL	NULL	51.119	4.09	NULL	NULL	3-4	9250	Waasmunster	België	2026-05-02 17:30:00	0	2026-05-02 15:04:31	2026-05-02 15:04:31
656897	NULL	NULL	51.059	4.013	51.059	4.013	1-2	9240	Zele	België	2026-05-02 15:30:00	0	2026-05-02 15:04:44	2026-05-02 15:04:44
656899	NULL	NULL	51.059	4.016	51.059	4.016	5-6	9240	Zele	België	2026-05-02 15:30:00	0	2026-05-02 15:05:26	2026-05-02 15:05:26
656900	NULL	NULL	51.11	4.078	NULL	NULL	1-2	9250	Waasmunster	België	2026-05-02 15:30:00	0	2026-05-02 15:05:27	2026-05-02 15:05:27
656903	NULL	NULL	51.099	3.986	51.099	3.986	3-4	9160	Lokeren	België	2026-05-02 16:00:00	0	2026-05-02 15:08:57	2026-05-02 15:08:57
656905	NULL	NULL	51.182	4.134	51.182	4.134	3-4	9100	Sint-Niklaas	België	2026-05-02 16:00:00	0	2026-05-02 15:09:39	2026-05-02 15:09:39
656906	NULL	NULL	51.119	4.086	NULL	NULL	1-2	9250	Waasmunster	België	2026-05-02 18:15:00	0	2026-05-02 15:09:55	2026-05-02 15:09:55
656907	NULL	NULL	51.146	4.119	51.146	4.119	1-2	9100	Sint-Niklaas	België	2026-05-02 19:00:00	0	2026-05-02 15:10:08	2026-05-02 15:10:08
656908	NULL	NULL	51.209	4.035	51.209	4.035	1-2	9190	Stekene	België	2026-05-02 16:30:00	0	2026-05-02 15:10:37	2026-05-02 15:10:37
656914	NULL	NULL	51.108	3.963	NULL	NULL	3-4	9160	Lokeren	België	2026-05-02 18:00:00	0	2026-05-02 15:16:45	2026-05-02 15:16:45
656915	NULL	NULL	51.097	4.238	51.097	4.238	1-2	2880	Bornem	België	2026-05-02 15:30:00	1	2026-05-02 15:16:51	2026-05-02 15:16:51
656919	NULL	NULL	51.09	3.963	51.09	3.963	1-2	9160	Lokeren	België	2026-05-02 15:30:00	0	2026-05-02 15:17:54	2026-05-02 15:17:54
656920	NULL	NULL	51.111	3.986	NULL	NULL	1-2	9160	Lokeren	België	2026-05-02 17:00:00	0	2026-05-02 15:18:17	2026-05-02 15:18:17
656921	NULL	NULL	51.228	4.269	NULL	NULL	5-6	9120	Melsele	België	2026-05-02 17:15:00	0	2026-05-02 15:18:19	2026-05-02 15:18:19
656923	NULL	NULL	51.087	3.991	51.087	3.991	3-4	9160	Lokeren	België	2026-05-02 15:30:00	0	2026-05-02 15:20:34	2026-05-02 15:20:34
656924	168233	13	51.104	3.973	NULL	NULL	1-2	9160	Lokeren	België	2026-05-02 19:00:00	1	2026-05-02 15:21:18	2026-05-02 17:38:13
656927	168241	10	51.068	4.033	51.068	4.034	1-2	9240	Zele	België	2026-05-02 17:00:00	0	2026-05-02 15:22:32	2026-05-02 16:57:09
656933	NULL	NULL	51.087	3.991	51.087	3.991	1-2	9160	Lokeren	België	2026-05-02 18:30:00	0	2026-05-02 15:24:31	2026-05-02 15:24:31
656945	NULL	NULL	50.991	4.138	50.991	4.139	1-2	9280	Lebbeke	België	2026-05-02 16:30:00	0	2026-05-02 15:31:28	2026-05-02 15:31:28
656950	NULL	NULL	51.123	4.114	NULL	NULL	3-4	9260	Waasmunster	België	2026-05-02 17:30:00	0	2026-05-02 15:35:49	2026-05-02 15:35:49
656953	NULL	NULL	51.151	3.961	NULL	NULL	7-8	9160	Lokeren	België	2026-05-02 16:15:00	0	2026-05-02 15:38:41	2026-05-02 15:38:41
656958	NULL	NULL	51.094	4.303	51.094	4.303	3-4	2880	Bornem	België	2026-05-02 20:15:00	0	2026-05-02 15:40:48	2026-05-02 15:40:48
656960	168227	103	51.098	3.997	51.098	3.997	3-4	9160	Lokeren	België	2026-05-02 16:30:00	0	2026-05-02 15:41:37	2026-05-02 16:08:17
656965	168197	6	51.006	4.13	NULL	NULL	5-6	9280	Lebbeke	België	2026-05-02 16:00:00	1	2026-05-02 15:44:59	2026-05-02 15:47:05
656967	168240	5	51.057	4.113	51.057	4.113	1-2	9200	Dendermonde	België	2026-05-02 18:00:00	0	2026-05-02 15:46:10	2026-05-02 17:21:00
656968	168240	5	51.057	4.113	51.057	4.113	1-2	9200	Grembergen	België	2026-05-02 19:00:00	0	2026-05-02 15:46:21	2026-05-02 17:30:32
656971	NULL	NULL	51.114	4.144	NULL	NULL	3-4	9140	Elversele	België	2026-05-02 17:00:00	0	2026-05-02 15:48:14	2026-05-02 15:48:14
656974	NULL	NULL	51.059	4.013	NULL	NULL	3-4	9240	Zele	België	2026-05-02 16:00:00	0	2026-05-02 15:49:05	2026-05-02 15:49:05
656976	NULL	NULL	51.1	4.245	51.1	4.245	1-2	2880	Bornem	België	2026-05-02 16:30:00	0	2026-05-02 15:49:56	2026-05-02 15:49:56
656977	168189	10	51.069	4.045	51.069	4.045	1-2	9240	Zele	België	2026-05-02 17:45:00	0	2026-05-02 15:50:18	2026-05-02 16:04:23
656979	168186	14	51.14	4.291	51.14	4.291	3-4	9150	Beveren-Kruibeke-Zwijndrecht	België	2026-05-02 16:15:00	1	2026-05-02 15:51:13	2026-05-02 15:58:38
